;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
0;Eemsdelta;11213198.005800001;14488444.973304;17101053.544395998;25492645.370292;16332370.291864;7336803.202529999;7860842.738376;13619217.926799998;20798476.290149998;1824865.57;-7550915.8028;-14919674.871799998;113597406.82579398
1;Groningen;86591358.6209;94483748.351576;110480870.646788;123192697.917544;90099515.422068;44942851.226898;39285909.039748;112040304.5068;88990653.72316;-35479988.0;-40807689.5184;-83368663.36019999;630451920.1724322
2;Het Hogeland;10254057.2233;11896789.767603997;14807781.690783998;24140840.881676003;17271522.906212;6731207.705147998;7655981.651904;11042524.408799998;24569693.591054;3805929.0;-8072880.851199999;-16544678.454199998;107558846.78839402
3;Midden-Groningen;15174578.9753;18341847.976956;20274495.941628;33180894.590028003;21875787.365156002;8899991.299432;9337754.279927999;17483289.6076;21535999.72385;3556427.0;-10284117.645399999;-16909069.056199998;142467983.16248998
4;Oldambt;9454611.0133;13968081.145863999;15008038.282479998;23428649.572639998;14118314.4153;5511108.016438;7082762.136023999;11809004.0568;16344544.046103999;220463.0;-6596546.739;-10855387.024999999;99493716.60201602
5;Pekela;2886183.5778;4197578.819019999;4427395.580472;8249117.432612;4440292.273224;1555299.612698;1899103.8203119999;3491586.056399999;4175258.6543360003;641455.0;-2095393.3646;-2287224.5015999996;31580679.179412007
6;Stadskanaal;7869035.273600001;10777348.238863999;13518898.735807998;20429098.215579998;11404263.618479999;4293791.384018;6250590.55078;9617652.4456;10733675.55088;0.0;-5359097.8494;-7644147.904999999;81891172.38967599
7;Veendam;7154081.0159;9029534.656544;10329394.33262;16184533.626248;9781098.109916;3673898.61295;5181529.8697999995;8826806.193999998;9029958.598794;516443.0;-4606952.575999999;-6774878.972599999;68325495.36998998
8;Westerkwartier;14116380.720300002;10946213.181524;16008696.444935998;26816049.18702;22721263.62094;7860597.88314;8988875.285967998;16149962.971199997;24236438.904756;4797365.0;-10863837.0048;-17464397.742999997;124313685.95558396
9;Westerwolde;6153038.1808;6906500.4166399995;9615593.32774;13820727.174039999;12177333.213200001;3809556.426208;4643149.3564;6565316.465999999;12919434.034536;0.0;-4430341.567;-7446814.821799999;64733534.78802
10;Achtkarspelen;6058048.154;6870235.883315999;7838518.463216;14464037.495520001;9880996.721360002;3520061.125848;4288463.401488;7037319.8652;9332632.139383998;957465.0;-4725139.658799999;-6628121.234199999;58894561.510948025
11;Ameland;811747.1073;357363.221604;1230283.601124;1491506.13202;1652575.9501800002;1052216.7507759999;623347.229336;860661.6307999998;2950442.0041699996;1354350.1482;-642663.1882;-2704080.0139999995;9037755.169281997
12;Dantumadiel;4070326.0817;5015229.833463999;5823299.8509599995;9992800.722224;6715487.875348;2353229.574226;3222993.664992;4628658.554;5909368.849342001;-516328.0;-3203271.713;-4539285.6284;39472540.75334199
13;De Fryske Marren;12076381.915400002;9034794.664603999;16727759.116964001;22840719.421432003;18577828.508744;7206019.732819999;7185308.252912;13724468.042799998;24457633.342380002;-6320245.0;-8693111.9302;-16676217.314199999;100141404.38690796
14;Harlingen;4165527.2509000003;5040593.456944;6589005.543863999;9836072.949688;5826656.029796001;2269980.73833;2455936.897288;6439168.806399999;6872906.232958;-1954558.0;-2716796.2701999997;-4942372.039799999;39882151.66168599
15;Heerenveen;13587673.8414;13683853.475599999;17556252.889092;26494651.087928005;18388611.025816;7198066.947155999;8883051.388168;16829335.4172;18704845.586144;-4760429.0;-8669340.590599999;-17187767.3584;110708880.541764
16;Leeuwarden;40379644.96;52218983.882460006;68231414.98526;70152754.801628;46833331.559296;21101125.715058;22340868.86512;50820775.70119999;48263979.56113199;-4094978.0;-21563283.478;-38046374.08979999;356638443.5284679
17;Noardeast-Fryslân;10111776.369099999;10915819.075284;14221200.879455999;23986774.532740004;16333270.75366;6063882.457071999;8268361.86456;12270498.4052;21079558.011502;0.0;-7678142.6908;-12665875.849599997;102907197.79045804
18;Ooststellingwerf;5708468.1971;6237278.759516;8432092.507584;12372688.806020001;9243348.93846;3407798.5801279997;4125753.5087440005;6476281.2447999995;11091942.60957;134643.0;-4323035.731199999;-6851978.369599999;56055320.38799803
19;Opsterland;6485336.4322;5905249.12266;8229889.943343999;12719230.825364001;10652192.030888;3694434.85633;4654986.562784;7220759.9808;11987758.162903998;0.0;-5031990.8242;-8067187.219199998;58450697.805908
20;Schiermonnikoog;207748.75920000003;104083.545676;347334.86215199996;262260.38844800007;505631.747856;328553.437736;214499.15892000002;211653.15839999996;1368115.9632679997;263425.78159999993;-162716.4936;-830793.2514;2819797.9414959988
21;Smallingerland;15513520.036800003;17865035.350964002;20495508.791876;31416592.193416003;20099734.157872;7775776.52248;12333878.59176;19669251.637199998;17160916.83118;-812272.0;-9485266.7118;-17292701.595399998;134740062.2365639
22;Súdwest-Fryslân;22446261.8084;22401595.386155996;31097287.878236;44714438.864112;32355920.341104005;13267084.79856;16017733.318584003;29192109.7392;41427004.26724801;-8380187.0;-15136818.999799998;-29642415.325399995;199760144.01751208
23;Terschelling;1185388.6635;381944.570936;1911827.316868;1664565.203856;2003300.4228120001;1026383.3235939998;723826.611912;1255866.4315999998;3364418.1253500003;1074516.5324;-819943.8123999999;-2960276.7405999997;10811820.963361999
24;Tytsjerksteradiel;7179476.869099999;6890303.589556;9768361.605220001;14294841.004172001;11510474.973323999;4215585.69768;4787385.36764;8063916.874;11973256.396218002;0.0;-5456526.861;-7999365.9317999985;65227751.45792204
25;Vlieland;303312.57480000006;181179.30571999997;514074.74597999995;785367.74676;565132.11048;351555.272864;248185.198904;314488.11;1449895.020758;184517.28899999993;-210091.769;-911664.1257999999;3775954.088154
26;Waadhoeke;10443545.973700002;10756244.730643999;14111705.092675999;22740728.615420002;16605298.9901;6342606.213704;7199433.8251519995;12413154.4168;19475876.764358006;-148087.0;-7853079.6618;-10940346.874599999;101147150.54318199
27;Weststellingwerf;6301371.5479999995;5620900.390496;9577072.931791998;13761531.609059999;9450825.78808;3306785.225754;4202682.46416;7320099.176399998;11937085.045824;-2359556.0;-4434024.4506;-7207116.7201999985;57477698.41298398
28;Aa en Hunze;5455953.894900002;3701044.761015999;7462283.600319999;8244053.369615999;9360854.786772;3200957.6220299997;3347202.529056;5838549.957999999;12369091.347182;0.0;-4326551.211;-7453397.2034;47200067.540958
29;Assen;20322620.106000002;21251918.484904;28032087.980216;35966486.59221999;24886898.85448;9814646.201306;12359072.880104;26388249.225999996;17527933.365456004;3803444.0;-11668212.263799999;-19224978.5092;169460264.95036802
30;Borger-Odoorn;5504438.0115;4919586.6686040005;7990019.672423999;10891648.282204;9325993.984827999;3337540.084364;3596670.033768;5908699.434799999;13142815.833865998;-453906.0;-4354842.453199999;-7735203.7578;52073493.77255
31;Coevorden;8234200.594800001;7926409.45984;11775849.9323;16079271.392904;12841640.720608;4913749.102415999;5504985.950664001;9762187.884;15500084.015684001;0.0;-5980500.755;-10437548.404;76120377.80331197
32;De Wolden;5213972.798800001;2930488.552336;6632212.948580001;8069096.328188;8753197.502416;3021780.856218;3005160.92912;5746946.609999999;10567682.460952;-423938.0;-4114785.4039999996;-7513559.805999999;41888278.327204
33;Emmen;28174549.6832;35875946.310096;49414758.547436;62607880.752932;38622286.856864005;14388296.309278;18873893.756408002;35164728.2912;34828765.26337999;-2024630.0;-18304935.9148;-27881014.892599996;269740709.4539121
34;Hoogeveen;15022774.907600002;14528706.88468;21045685.116756;31877699.714304;19990736.657728;7504325.502764001;10181651.262543999;18774505.0932;17292440.793916006;-1604755.0;-9473548.445799999;-15778146.11;129362168.24118401
35;Meppel;9588796.141099999;7832629.012064;10840406.157060001;17004995.387448;12711627.270076;4768228.278794;6272709.797912001;12523849.693199998;10178565.795322;1499855.0;-5994730.078;-10663574.802399999;76563404.227582
36;Midden-Drenthe;7511610.323399999;5644530.213324;9583567.122871999;12762083.312608;12264696.981176;4242858.831915999;4602581.406912;8487138.814399999;15685987.7028;0.0;-5707130.349599999;-10607117.405799998;64470843.736268
37;Noordenveld;7131319.8682;5522165.498259999;10665469.817676;12551581.975435998;11333327.527272;3828482.995514;4418883.689859999;8239515.8632000005;11588929.501772001;0.0;-5304356.806799999;-11270658.030399999;58704698.846544
38;Tynaarlo;7553424.3025;4851693.626379999;8522251.364276001;10224466.353208;12269797.849716;4095495.543942;3937653.7840239997;8494700.2292;11204926.940750001;3441092.0;-5814938.396799999;-10508177.4148;58272412.127358004
39;Westerveld;4228551.0829;3159310.15202;7148698.153648;7325672.713136001;7317386.732852;2691073.643046;2778186.836852;4511584.353599999;10449077.589741997;-276538.0;-3348578.2114;-6548858.467199999;39435589.154213995
40;Almelo;22475438.4267;26114510.876215998;29766575.410472;43284958.359055996;26315025.819852;11625098.635109998;16314354.035056;28604044.315599997;21501283.159214005;0.0;-12440948.204599999;-24481546.7638;189078917.55534205
41;Borne;5867441.5388;3510288.33756;6058138.604524;9001596.791968;8598376.124176;2833133.522408;2805901.8007119996;6910931.884799999;5641847.869031999;0.0;-4124662.2282;-6988321.2173999995;40114697.013884
42;Dalfsen;6521194.006700002;3371007.026464;7238168.156128;10473289.153904;10394238.550908001;3280814.1527259997;3743805.3923000004;7542333.947599999;10309839.597222;-127683.0;-4969046.995399999;-9704600.167399999;48073387.656418
43;Deventer;30663678.880899996;29356259.232055996;35832597.26288;52347086.805824004;36693906.098468;15740584.177614;17119200.236664;39651670.362399995;27444749.385666005;0.0;-17310389.939;-33101678.177399993;234437809.096634
44;Dinkelland;5706015.5671999995;2886696.7286;6313054.335324;8333624.521176;9372680.987872;3172981.7044919995;3088248.0214560004;6686566.574;10246934.346956;-256847.0;-4476210.208199999;-9015470.972399998;42058297.09217601
45;Enschede;51353810.6962;61894482.105083995;72366540.84520799;87693677.467272;58138127.397864;28062194.227356;30557819.261816002;62581194.333199985;45163464.026920006;-3419822.0;-27075555.804399997;-49201272.3428;418114917.11188406
46;Haaksbergen;5956888.7408;3701947.2558239996;7794787.047544;10148776.100196;8624719.785312;2974825.332902;3343763.511272;7102533.6208;8398491.519108001;-2275180.0;-4077789.1641999995;-7842107.094599999;43851685.402148
47;Hardenberg;14657837.3773;11131764.262224;15949057.435811998;26876015.158272002;22058354.697284;7406812.198853999;10618304.55164;17657095.534399997;21539484.685134005;0.0;-10535055.941599999;-20000274.809399996;117359467.97533001
48;Hellendoorn;8876635.267800001;5718821.767775999;10824495.467724;16054218.426636;12738932.972792;4072918.2995219994;5619307.214752;11398342.8968;10891403.03214;-1814803.0;-6070731.4032;-11214561.100799998;67095023.085912004
49;Hengelo;24807134.932200003;23676109.400299996;26566288.199227996;43148667.651995994;29657030.525911998;12996850.136422;15388212.008727998;30025366.051599994;23300516.044052;-3322559.0;-13904224.8204;-26350943.819799997;185988571.2144681
50;Hof van Twente;7815595.617000001;5346501.53854;10798134.422436;13361158.057268001;12523276.413416;4382528.376914;4297728.211672;9544062.677999998;13352136.398847997;-1390602.0;-5933795.0948;-11419589.660999998;62677173.84115999
51;Kampen;14974728.0023;10435829.335616;15143971.553432;27342168.607495997;19632793.906332;6871162.57707;10371853.336512;20075826.860799998;17198037.803485997;-2754544.0;-9404243.272599999;-16776877.0104;113110780.20567004
52;Losser;5149269.298599999;3917691.3537799995;6391512.768316001;9779156.780908;8238373.077016;2864245.332862;3061734.104192;5801494.2912;6691193.737236001;970968.0;-3913231.2287999997;-6568408.7574;42384028.447412
53;Oldenzaal;8281776.8862;6064980.778819999;10638703.269803997;14945705.816788;11273895.892696;4291749.48539;5716313.357472;10410852.688;9146684.735264;-1234832.0;-5322436.4172;-10687192.114599997;63526245.75807202
54;Olst-Wijhe;4043663.4102000003;2696753.221596;4473267.745259999;6857370.042672;6659636.556744;2164957.151508;2353850.6580560002;4486833.356;6169700.617876001;1186766.0;-3153050.573;-5373770.8372;32565997.20897999
55;Ommen;4465055.9359;3011390.84758;5615669.127695999;7195260.490464;6826218.8859480005;2153998.030894;4223227.685463999;5407306.5512;8457679.989506;-1114101.0;-3185861.7177999998;-6950540.086799999;36105323.485613994
56;Raalte;8771002.0809;5157099.586879999;10516499.377624;15355810.734524;13476327.327268;4469911.113644;6072715.838599999;10387892.622799998;12553601.325746002;0.0;-6422279.3832;-12476532.481599998;67862091.199858
57;Rijssen-Holten;9602298.020500002;4873370.613639999;9936453.656499999;15683305.808836;13445287.291811999;4455543.40734;6754451.54692;12232749.238799999;11210555.625533998;0.0;-6474341.965;-12086481.854799997;69633230.421338
58;Staphorst;3980713.9932;1875390.8200599998;3454411.3186239996;6671527.171387999;6108355.265216;1837943.796538;2847505.135992;4831142.232799999;6779710.311891999;-1574528.0;-2969576.0082;-5580405.644599999;28262205.647544004
59;Steenwijkerland;10762239.0525;9586438.739836;14194650.214751996;21472962.652700003;16178134.017380001;6273273.220931999;7065324.140696;13413062.6108;19351679.764458;-1928701.0;-7612185.593599999;-13406761.8436;95350178.61191799
60;Tubbergen;4337859.2918;2122455.543604;4161297.803052;6803504.9514000015;7472321.98364;2411648.8175959997;2736715.927496;4874383.760399999;8443321.150984;67661.0;-3581939.1086;-7305333.718199999;32543916.292864013
61;Twenterand;7461500.032000001;6330480.235544;8744617.631167999;16093939.265756;11842558.845392002;3905620.9465260003;4938146.8499920005;8746037.985599998;10201561.470196;1186548.0;-5703949.677399999;-9190115.75;64556993.059572
62;Wierden;5552941.518999999;2803485.120756;5953035.7167960005;8457981.853176;8733830.049912;2747778.821408;3299082.62468;6509226.835199999;7928887.54966;-356803.0;-4173544.1377999997;-7701677.500999999;39754247.50382
63;Zwartewaterland;5075318.317400001;2927133.954984;4935702.790268;9437852.047587998;8099710.942216;2656451.3994779997;3331291.9756960003;6525571.4612;8350113.314867999;0.0;-3925284.3024;-7696701.863599999;39717185.64271201
64;Zwolle;41701751.724800006;37733625.344964;57734753.710156;65804761.576072015;47309513.103104;19784085.040192;26692120.489188;55406873.16319999;35153704.203619994;0.0;-22288309.3358;-49792274.312199995;315240770.74903196
65;Aalten;6444640.8655;4308021.526815999;8505900.043828;13011906.117424;9653467.965948;3411100.0364259994;3972421.899392;7707278.165599999;9188311.188182;-1692378.0;-4571462.9704;-7886590.653599999;52052654.274202004
66;Apeldoorn;49775597.00440001;39900009.365660004;66930073.240375996;78025322.395852;59946753.815024;27668817.914826;29226676.175792;63391405.363199994;46116477.079516;0.0;-28159160.6018;-56962639.898799986;375859537.33188003
67;Arnhem;57942578.140200004;69687555.99991599;72751998.50851199;95305744.125824;60712704.319848;31063770.355776;33652879.55140799;73305806.96479999;41769788.30676401;-7465209.0;-28062233.801599998;-52967264.02719999;447698381.33598393
68;Barneveld;14830304.8305;7496499.8615999995;12913266.704071999;21581698.058164;22368869.567908;7885249.415987999;12651814.207231998;17552086.960399996;20252705.10689;0.0;-10478138.6496;-24845187.009399995;102209218.85315403
69;Berg en Dal;7674011.532300001;7859081.995399999;10819680.535983998;15076238.80026;12577770.91662;4671777.55614;5501511.134064;8397452.068799999;9230662.087594;0.0;-5938482.401199999;-10463094.3886;65406657.66580198
70;Berkelland;9874251.0726;7501689.782256;13919943.025328;18480812.736844003;15596043.657208;5330298.906474;7227048.2167919995;11467815.913999997;17553693.175432004;-1759825.0;-7354551.1454;-14300949.674399998;83536325.99473596
71;Beuningen;6101114.973600001;4196917.4040399995;5571810.1219;9281630.942696001;9367824.684032;3336527.3251599995;2947894.6061519994;6842811.587999999;6735240.860124;734091.0;-4473866.555;-7592954.746599999;43049068.61156002
72;Bronckhorst;7570794.984600001;4472998.187215999;11069377.519304002;12915667.273292;12860642.849544002;4402818.479262;4210658.345128;8400408.366799999;14637124.703531997;-329500.0;-6046457.8522;-12659872.799599998;61504699.137124
73;Brummen;4795407.5224;3390192.18568;6497111.7967759995;8318319.501600001;7598080.51664;2757272.7412360003;2640121.822728;5177168.1452;7113970.310339999;349601.0;-3563357.2868;-6582525.531199999;38491388.42177199
74;Buren;5670840.931000001;2751675.561624;5880265.014568;8755262.271236;9670107.281992;3495633.5117819994;3205953.104416;6250409.7968;10901662.652686;-651637.0;-4649305.7374;-8771784.701399999;42509107.785093985
75;Culemborg;7854408.621900001;5197035.8066839995;6736712.611903999;11317502.715292001;10551981.916204;4362323.430616;5858754.740448;9177091.623599999;9509266.853945998;530541.0;-5012739.3872;-9196369.458399998;56886541.752198
76;Doesburg;2657005.3532000002;2927819.271504;3988653.9596639997;5596055.126356;3962838.8614720004;1723637.145378;1234784.0481119996;3442497.2811999996;2953275.5789599996;1374169.0;-1854666.7001999998;-2863939.2262;25142147.851448007
77;Doetinchem;15742913.5577;15433804.381019998;22503175.376168;28994954.49592;21100676.3717;7973198.292854;11813467.256296;19983633.928799998;16743249.855842;974034.0;-9981116.7674;-17695503.183199998;133586568.91167803
78;Druten;4478862.369200001;3260028.8999159997;4492047.15864;7569455.127408;6882047.636896001;2586580.9521439997;3273449.637552;5009857.554;5421125.151282;1923394.0;-3279440.442;-5779717.256399999;35837712.86225401
79;Duiven;6078708.102299999;4545062.431124;5945285.501352;9719034.686772002;8730386.443484;3069716.2919639996;3428781.0930960006;7033925.014399999;7001322.814765999;86686.0;-4163667.3135999995;-9277789.901199998;42197478.67553798
80;Ede;33716954.5297;20615587.643955998;39208814.194912;48139604.96013201;43644053.925044;16725302.302079998;20217949.512968;41859674.37039999;34741276.142678;0.0;-20679726.2216;-43755864.89119999;234433745.06264204
81;Elburg;5271016.4512;3389794.9814839996;6019068.549696;10019453.824592002;8352790.623104;2831314.268976;3808226.3526879996;6309698.460399999;6161763.100255999;1156210.0;-4001955.2427999997;-7152469.340799999;42164940.353819996
82;Epe;7596177.7147;5006159.684003999;10987370.694888;13732776.27678;11806318.6611;4273117.239736;4581808.153032;8492432.659599999;10496528.577474;0.0;-5552449.238399999;-11617441.0016;59802840.204566
83;Ermelo;6816875.722;4360095.58388;8148984.073896;9712935.979199998;10203349.229840001;3584952.1626159996;5473794.042688;8063655.821199998;8816332.617668;3522079.0;-4663200.2528;-10524835.590999998;53515043.891820006
84;Harderwijk;13530660.3124;9712013.521755999;13153367.306092;20741445.036303997;17430655.958528;6878431.891543999;9069665.073504;16752391.069999997;12495887.257272;739166.0;-8267571.4706;-16884582.036599997;95351584.71175198
85;Hattem;2778422.9912;1485051.326476;3130020.4381839996;4788999.744872;4453584.696784;1491974.8252440002;1420917.016952;3391862.864399999;3102491.107332;-489141.0;-2113305.5711999997;-3664010.493599999;19776881.460784
86;Heerde;4173442.1119000004;2349111.16662;5569881.868116001;7310251.031088001;6745922.215995999;2191434.67279;2728740.9376720004;4695665.599199999;5854542.359590001;1125874.0;-3218505.4587999997;-5682686.4838;33843695.11291
87;Heumen;3677302.0501;2580595.365316;3935560.6191759994;4821724.140732;5943719.043924;2071595.4623519997;1689163.013104;3959397.5871999995;4589689.039782001;500446.0;-2818410.3767999997;-4949156.4163999995;26001639.018202007
88;Lingewaard;10396716.205500001;6379071.732615999;10982296.744924;17437758.039752003;16521690.575564;5631642.315082001;6232626.630232;11748049.8468;11425844.804458002;1598803.0;-7920543.3932;-13761498.958999999;76672508.84917398
89;Lochem;7722057.0844;4830273.343939999;10900373.032823998;11290577.87062;12307161.61976;4491715.797098;4660812.73336;8955000.8688;12910723.635484;-686524.0;-5740108.8982;-12453721.9424;59188372.82915198
90;Maasdriel;5427395.1790000005;3215425.2192039997;5999056.0236519985;9677601.826112;9066197.243304;3340270.83908;2885702.9091600003;5839095.834399999;9621182.037143998;-899000.0;-4385477.3486;-8020698.662799999;41766780.544207975
91;Montferland;8425042.9097;5820752.169616;11517641.811768;16310497.709776;12978228.496292;4669778.7350699995;5231374.423944;9871231.5868;11570205.643314002;-527200.0;-6172680.3174;-9563837.782599999;70131085.02138598
92;Neder-Betuwe;5283675.355900001;3306020.00558;4908929.525227999;10954039.464296;8782794.056252;3139582.3319579996;4449119.609127999;5787097.507599999;7881512.887434;0.0;-4303616.8904;-6787373.992799999;43401811.033578
93;Nijkerk;10783576.516900003;5772964.52514;9904139.423376;15755097.645256;15796918.683652;5483854.22381;7160957.405911999;12911758.7896;13022836.363474;861187.0;-7593603.771799999;-16825342.2352;73034385.71788603
94;Nijmegen;62016794.777799994;67151554.3517;80147390.870384;101000459.36253199;67046049.583303995;33426099.234674;32410761.021504;81861019.7288;47387001.70445199;-25355376.0;-31312713.3862;-66235588.89219999;449543730.18756
95;Nunspeet;6813452.6206;4150191.6952;7739684.944951999;11814339.483944;10305440.365768;3729059.186568;4917330.134443998;8038100.1663999995;8739377.306064;0.0;-4866763.2736;-9693341.228799999;51686902.65858001
96;Oldebroek;5278525.0849;3759892.368704;5768600.074696;9686451.243391998;8469735.983364;2900758.78021;3224742.006072;5995650.6072;7934135.645653999;-39708.0;-4064731.6678;-6933764.888399999;41980314.459534
97;Oost Gelre;6939157.6153;4076307.556735999;8188179.215504;11837093.413647998;10622292.852436;3595439.306178;4553597.710984;8504788.278399998;10699209.652466;0.0;-5016924.4821999995;-9845695.0878;54153479.032025985
98;Oude IJsselstreek;9386309.074400002;7943201.36932;13258843.197832001;19439465.935912002;13887985.998624;5105211.815068;5437245.725016;10887765.5384;12636421.164224003;-2491823.0;-6596044.5276;-12069570.066599999;76825071.13102403
99;Overbetuwe;10814026.321100002;6816712.538236;10218048.788804;16873996.456124;17030005.258908;6568723.9798799995;7712025.716332;11988670.550799998;13655579.876038002;3468504.0;-8189226.492199999;-17445287.7948;79511825.957266
100;Putten;5887042.6127;2925643.2264839998;6970883.794048;9007461.88982;8951431.80502;2968985.9386719996;3138137.786784;6991714.0375999985;7865617.697161999;-38101.0;-4181412.1163999997;-8598457.101599999;41888971.864254
101;Renkum;7119100.6247000005;6284089.323843999;10066285.067603998;11149860.420483999;11222553.250508001;4182412.8886319995;4706665.504359999;7779878.306799999;7149218.0867099995;1009503.0;-5259659.992199999;-9858883.8916;55551056.25435
102;Rheden;10481240.075900001;10697502.487143999;15352682.831375998;20371430.230104;15666208.005148001;6450446.087482;6153154.916015999;11018760.027199997;11416405.155062001;3039658.0;-7309017.311799999;-12624866.434199998;90713670.42730995
103;Rozendaal;390700.41089999996;69265.659684;294629.5900559999;261759.06965999998;674245.7324999999;320692.494032;640656.930112;389082.49919999996;683904.5435859999;-305269.0;-306516.3578;-730319.6603999999;2382832.326454
104;Scherpenzeel;2208702.6204000004;1055492.057536;2278242.2296879995;3492966.506276;3624144.739152;1218644.166434;1229891.306248;2418267.9236;2577139.9432600006;607751.0;-1731457.5033999998;-3078539.5661999993;15901254.955028003
105;Tiel;11912012.429600002;12359924.522276;12648792.931519998;20900012.694608003;14890251.099776;6654736.031016;8560476.776824001;14107719.311999997;12128993.479508;-39792.0;-7092899.005999999;-14129690.503399998;92900598.711288
106;Voorst;5503852.256800001;3319514.640016;6681724.842032;8912420.209484002;9013661.807568;3020340.1245659995;3948100.665704;6079181.766399999;9406994.851536002;0.0;-4248206.2326;-9101454.4716;42536155.82863203
107;Wageningen;12186646.2075;7359171.828503999;11275659.652664;14563879.739039999;15337566.086620001;6594660.287486;5356514.99452;13978443.477599997;9777909.426466;-619906.0;-7127886.400199999;-14107981.458199997;74574719.96076201
108;West Betuwe;11419242.723199999;5958761.587379999;11376625.907267999;16614703.926092003;18329130.896064002;6461408.87845;7008481.493964;13041222.347999997;19542846.693538003;0.0;-8863696.4024;-18210976.9146;82677795.027878
109;West Maas en Waal;4268141.0639;2639061.1154839997;4859059.197079999;7758124.120084;7113259.645227999;2699457.2717799996;2363207.6582;4651642.248;8267795.300194;-1329025.0;-3403319.2539999997;-6260569.612799998;33626857.341054015
110;Westervoort;3587366.7703;3652891.375236;3422068.9905159995;6951451.000044;5340340.931148;2098614.2453199998;1860724.4746239998;3765939.6272;2944299.7402139995;1847464.0;-2536334.9738;-3388684.8617999996;29546163.227046
111;Wijchen;10243482.4977;7701086.480396;11406461.39322;16736676.275060002;14606772.508179998;5131806.230524;5604208.52404;12493019.419999996;12051627.122098004;-197273.0;-6954790.870999999;-13728992.318999998;75094131.13882598
112;Winterswijk;7616855.220000001;6467448.604139999;10190737.918296;13946086.448628;10479749.657536;3875255.9150139997;4748010.893231999;9221097.253199998;10866409.986012;-2244900.0;-4893380.4777999995;-8909150.29;61364261.293383986
