;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
113;Zaltbommel;6670104.6986;4227459.998524;6438630.261459999;11459198.67972;10503133.67604;4137840.8020200003;5532598.614680001;7779126.416799999;11586918.131048001;91087.0;-5086564.4629999995;-10348112.969999999;52991453.68055199
114;Zevenaar;10714517.9381;9413971.515239999;14743455.515556;21629998.664988;15936276.790756002;6050143.421623999;6256268.059648;12493819.7604;13242027.79617;-585719.0;-7540034.555799999;-13866824.278199999;88487968.072838
115;Zutphen;13556058.7982;15480472.108259998;16857933.982332;25198645.448652003;17454395.409224;7127437.656726;8968643.006144002;17896828.766799998;12607104.168692;4030759.0;-8161270.0576;-14801412.983399998;116215668.84256396
116;Amersfoort;50212880.0913;35866486.786204;47272402.527832;64945032.6181;57064677.43874;25819069.756216;31777340.12088;63529079.0492;40188745.418762;1299316.0;-27094639.837599996;-57176831.1226;333703718.1633659
117;Baarn;6095726.5357;3923688.589576;7015455.21924;7988926.953759999;9052090.53082;3648906.24563;3412995.9350400004;6362917.901999999;6528269.091569999;3155479.0;-4195976.2469999995;-9353182.1032;43635321.07390601
118;Bunnik;3390271.4318000004;1472936.6692999997;2741472.4528279994;3299399.4550599996;5625859.03132;2014058.1858099997;1701657.9138399998;3495636.8335999995;3948090.134294;1057607.0;-2696540.4104;-5922819.886399999;20127636.253981993
119;Bunschoten;5128593.6637;2366165.5047039995;4318283.021304;7202419.399959999;7831358.982259999;2630076.5551259997;2958122.003216;5731117.216799999;5666922.392006;287828.0;-3786506.5522;-7893323.6546;32441075.27783799
120;De Bilt;10422136.119;6209141.713043999;11183212.195888;13557410.610903999;15479080.873847999;6124435.282772;7273417.376348;10975349.8036;10997228.436076002;1132782.0;-7318559.3284;-17529525.1342;68506146.76578796
121;De Ronde Venen;10375841.338900002;4954477.985404;9884333.497108;12955438.861764003;16019515.316948;6117608.680143999;5670166.116128;10569954.429599997;19192895.642781995;-973280.0;-7669270.289399999;-17609970.8322;69487746.89839
122;Eemnes;2143393.3286;954089.4180759998;1674442.89738;2565500.95872;3449867.7088399995;1294927.11616;1089575.24052;2191317.5879999995;2724276.775232;752954.0;-1633024.069;-3787518.5862;13419809.379767999
123;Houten;12931194.251500003;5918173.960079999;7312372.8152520005;14309500.092219997;17722992.53198;6468754.643216;7558869.134343999;14850274.118399998;13361383.154687999;4060380.0;-8511981.0186;-18570847.315799996;77411098.971332
124;IJsselstein;8556366.7586;5343368.368055999;6881876.740536001;10391681.110556;11735491.054072;4782817.5212779995;4631605.517759999;9184226.584;8325105.475758001;3187555.0;-5594802.3998;-9913741.8854;57511579.236718
125;Leusden;7423994.2977;3620087.0979359997;6701028.292495999;8763029.464904;11092324.005668;3876007.1833699998;3456004.57936;8340491.921199999;7041059.894986;1594251.0;-5303519.7878;-10837446.901199998;45767333.106474
126;Lopik;3103885.9146000003;1704507.760156;2884177.0593839996;4198193.304928;5128978.576456;1720344.027672;1822891.9698079997;3190098.5007999996;7304176.086388001;-390248.0;-2464853.5511999996;-4786532.847599999;23415630.299984004
127;Montfoort;2925405.2902;1356495.4188199998;2789937.035787999;3786061.82382;4841562.2298;1700772.882374;1553921.140608;3315646.1535999994;4636485.274828;0.0;-2321555.8984;-4547488.1022;20037253.590956002
128;Nieuwegein;18986907.7651;13428423.630644;17216794.424435996;26870769.112516;23408988.261212;10832144.919976;10970329.172567999;20246081.339199997;17718093.174926;2759253.0;-11043796.0898;-24553522.985399995;126840544.06308602
129;Oudewater;2154413.4389000004;1182266.29654;2526445.8245679997;3229530.3757199994;3608972.9610599997;1289014.907318;1139214.257456;2704578.8884;4879353.977921999;-201207.0;-1711369.0473999998;-3182779.2101999996;17618445.16199001
130;Renswoude;1166126.4287;452044.938144;761495.6956479999;1654444.420816;2013500.718812;687860.159006;726161.470016;1269167.2876;2153303.3461539997;0.0;-963074.0613999999;-2239684.2931999997;7681350.140114002
131;Rhenen;4561392.9196;3131845.2177639995;5306370.356859999;8066851.64764;7072474.7831999995;2574812.328048;2637675.581136;5147751.8512;5419345.050472;0.0;-3387415.8929999997;-6148830.9629999995;34382296.52405601
132;Soest;12133466.078699999;7092439.03956;12636002.249711998;15475606.772316001;16814353.233532;6822687.017564;6713077.764327999;13049310.6964;11208995.47461;1553177.0;-7982147.991599999;-17433200.6412;78083809.01730599
133;Stichtse Vecht;15639212.7185;8154562.18638;14436012.618548;20879539.393872;23125456.940724;9195317.388649998;9429909.892200002;16233339.719599998;21025331.240778;301645.0;-11028227.5364;-21519139.937999994;105873018.21135402
134;Utrecht;136355216.22980002;94342288.23544;140437917.01272;145268814.508224;134142736.443448;73017732.424336;69933881.947496;174378925.7808;113317186.484144;8341609.0;-62648863.3044;-158567864.81059995;868319928.9118639
135;Utrechtse Heuvelrug;11657746.4052;6786198.064779999;13672098.1375;14536155.963692;17989932.311664;6786184.69389;7036455.522700001;12844160.569999998;13069445.602015998;4511203.0;-8462262.09;-18161872.732399996;82265482.81364402
136;Veenendaal;20175187.4834;13052082.556196;18568686.00764;31200734.062775996;24338376.041431997;10223158.328435998;12700862.30444;24082875.529999997;17366554.085364;543397.0;-11624519.872;-22616940.574799996;138010535.92547196
137;Vijfheerenlanden;14682977.6995;8991517.222795999;14193455.981403999;23164803.68042;21443175.8519;8361991.402263999;9116331.401887998;15979943.2188;19948154.052312;2781342.0;-10323624.9422;-19244946.321999997;109095187.16263199
138;Wijk bij Duurstede;5471270.985100001;2990254.4510039994;4943374.19202;7607605.394676;8401148.267212;3056749.855968;3010735.1548879994;6421764.491199998;6142703.243018001;1367484.0;-4008483.991;-6981246.7064;38423380.29773799
139;Woerden;13034998.084800001;7334776.131963998;11222239.616183998;16780708.830984;18786997.282768;7229615.802795999;9095007.533456001;14671861.399199998;21287715.382742;2345269.0;-8993601.7512;-17351747.481599998;95443884.68393
140;Woudenberg;3248238.3263000003;1355745.4310199998;2540146.0231919996;4217306.18344;5084784.452539999;1710282.1416539997;1801587.8101599999;3524591.1163999997;3513369.5930500003;1263869.0;-2450289.4206;-4751836.610199999;21057804.486654002
141;Zeist;17974459.251599997;13069848.535956;17701248.318556;24018996.686256;23677833.901072003;10090793.650068;13846563.784351999;20058438.1372;14575850.951516;6493787.0;-11155956.635799998;-26546020.9064;123805906.53830804
142;Aalsmeer;7594240.137499999;3322691.2071399996;6815250.664864;10389648.233384;11522055.369868;4387899.012026001;3734628.865136;7743414.268799999;13165723.904038;0.0;-5571031.060199999;-14081681.8512;49022868.260801986
143;Alkmaar;33075712.3868;28405363.743864004;42923415.509164;49778572.23605201;40192805.677664;18535643.834922;19403632.016248;40015643.00159999;37193886.934152;1086502.0;-18800116.3552;-41970200.1374;249841005.0492921
144;Amstelveen;29208889.612600006;12659754.405283999;21914559.197423995;31488357.258192003;33746383.677704;17727231.353596;16819152.422632;27984646.3648;28013846.130995996;-6777832.0;-15905704.653199999;-42870474.954399996;154008896.989392
145;Amsterdam;393069115.6772001;360087220.4337599;379556453.29691994;397220098.439432;348053549.66958404;256357866.519876;176088875.82614797;459043878.82759994;457673178.17855597;120376939.84300001;-155902824.13239998;-457822602.14399993;2733803033.766639
146;Bergen (NH.);6439563.9402;3435490.054156;10857328.525111998;7696570.817648;11174073.695096001;4380281.782452;3376636.424352;6836825.6064;8916606.191376;1106731.0;-5010730.5416;-15446020.733799998;43763380.285964005
147;Beverwijk;12027126.8502;9687761.701820001;10967923.816755999;17660955.661548004;15310498.170616;7423965.572349999;6801796.80292;12669141.082799997;13140975.551939998;3567569.0;-7175931.2908;-14549974.279199997;87531864.83446802
148;Blaricum;2857777.3378999997;1232536.0581039998;2507870.023284;3237137.2458559996;4444654.460572001;1805426.6913779997;2623141.82232;2785847.6467999998;3060173.696178;0.0;-2130045.9512;-6245050.787799999;16179476.33469401
149;Bloemendaal;5117565.397100002;2063525.5569559997;5646486.510136;4558217.709388;8382445.580476001;3018483.621832;3259017.7837360003;5179771.0052;5625457.900436;1133707.0;-3981866.7868;-12014839.8444;27987981.85203201
150;Castricum;8164534.9195;4145515.2694759998;9286867.658456;9159075.259716;12847016.283852;4462107.175651999;4737722.705784;8889585.047199998;9138673.274628;931297.0;-6087806.590799999;-12418854.509799998;53255758.639024004
151;Den Helder;15702168.977900002;17122772.314576;24681703.254012;30386523.197072;20537008.149083998;8715640.932354;9502684.238096;17879719.3004;17158039.391236;1349696.0;-9446931.2416;-16569273.521599997;137019843.63304
152;Diemen;9806069.320500001;4790413.738724;4812777.918931999;8375587.817884002;11909982.708548;6686609.069328;4911351.80176;7645639.856399999;11595813.342910001;3261099.0;-5520475.1126;-13181017.812199997;55093879.659685984
153;Dijk en Waard;24810450.0276;13789290.807264;23052768.280915998;33574909.142692;31339056.545744;11629617.743482001;14065773.210927999;30733944.4612;22169816.275452003;4340488.15;-15079064.6888;-27934889.948199995;166492239.809864
154;Drechterland;4324193.356000001;2403117.161096;4888297.709635999;6989021.465692;7171054.183983999;2482913.0324179996;2296312.9035040005;4638240.373199998;7747146.209012;0.0;-3431108.2847999996;-5936739.280199999;33572469.234799996
155;Edam-Volendam;8509983.7003;3537615.2000839994;8851449.792172;10535867.531524;12947166.870508;4572545.078059999;4634503.733584;10348583.955599999;14532043.852091998;-1099253.0;-6180046.0846;-11823313.084399998;59367176.35842801
156;Enkhuizen;4609260.681500001;3884870.9198199995;5683618.21112;9271030.701216;6727561.222012;2646764.5668059997;2921580.4091920005;6894122.6348;7730868.567826;0.0;-3163094.801;-5845428.764599999;41361183.12910999
157;Gooise Meren;15550033.88;8290109.013103999;13986641.380420001;18162480.138252;21369372.607184;8858361.819810001;9040420.299392;18014505.672;16636329.901348002;0.0;-10106167.406;-23612216.288599998;96189915.992712
158;Haarlem;53919730.5984;35956720.984303996;59536814.998675995;65489156.855532005;60334094.346144;31089574.76261;31446694.825648;66456057.627599984;54706954.72176801;2727691.0;-28062903.4168;-69522398.6088;364078376.35816395
159;Haarlemmermeer;44104271.3492;21442067.040735997;30185374.178348;49602339.10098801;56707911.820416;25684112.346277997;25851045.997616004;45430915.3836;50365785.973706;0.0;-27308247.0864;-68094275.22899999;253971428.64950207
160;Heemskerk;10529773.985100001;7870300.290959999;11563407.374032;14694673.752876002;14014922.009052;5851898.121584001;7281196.888520001;11189345.848399999;9709598.870176002;607303.0;-6604414.717599999;-11623136.394399999;75084913.61698402
161;Heemstede;6506879.8445;2751705.046984;7430830.629288;6624232.862400001;9823636.68538;3740177.4005619995;3653641.011512;6751725.375599999;6495224.662157999;2455953.0;-4619173.0534;-11425752.461;40189098.128757976
162;Heiloo;5649167.996;3011582.06324;6961305.145991999;6384520.223408;8601103.502496;2973121.1234440003;2277969.3776080003;6320225.346399999;5771614.562836;0.0;-4069921.1856;-8953205.860999998;34927499.33454
163;Hilversum;28404204.439099997;21882244.048559997;31379191.307859994;38575102.22019601;33667177.630892;16391603.315924;18994914.264135998;31391807.798;25338663.353586003;-2584753.0;-15808777.852999998;-38393485.095199995;189238002.00463808
164;Hollands Kroon;10683323.800999999;7147194.313196;12918906.637351997;21032831.996127997;17419762.939576;6505784.01336;6868211.377744;11595751.552399999;21687983.247012004;-949393.0;-8290170.9836;-18172613.967399996;88447635.77053602
165;Hoorn;21685370.291300002;17220075.053076;24469242.814219996;35709615.673388;26692307.092035998;11470697.527315998;14987222.563352002;27147161.519599997;22293860.0942;604269.0;-12663260.451;-23325593.179399997;166291068.181928
166;Huizen;10874731.0812;7360132.09702;12106892.205487998;15853335.659540001;14638133.22984;6168086.594454;6408368.663888;11867547.731599998;9734697.715928;0.0;-6895864.733399999;-13590739.897799999;74525367.473156
167;Koggenland;4897963.085700002;2684776.922816;4973232.612392;6803402.126208001;8202569.288996;2984787.8032139996;2536002.5510719996;5160773.052399999;9543837.216834001;0.0;-3948553.4305999996;-7247418.762599999;36591391.42953798
168;Landsmeer;2623867.3625000003;1400151.6901359998;2441758.575776;3149934.9518000004;4083123.03258;1561944.5316419997;1462730.1671679998;2518710.3172;4444486.813312001;0.0;-1952095.7118;-4078480.917199999;17656139.557048
169;Laren;2545802.1940000006;1092989.3521039998;4047230.604024;2357590.687156;4122989.5390719995;1647337.856358;1857804.0054559999;2603099.6107999994;3010209.901756;167925.0;-1914932.0681999999;-6941504.356999999;14596548.354988007
170;Medemblik;10194533.026200004;6851913.631719999;12137086.081832;18345078.127776;16101893.023032;5791551.045236;5616861.167904;12256893.612399999;19908664.677516;-617531.0;-7700909.6076;-15276930.442399997;83609157.31980401
171;Oostzaan;2128902.8276000004;1091123.9822439998;2044797.1901039998;2826502.2445280002;3403428.361376;1262905.20416;1015882.53716;2088540.7428;4260188.81607;-659147.0;-1622812.4371999998;-3518826.9103999995;14321493.979610004
172;Opmeer;2587669.9836000004;1480308.1766039997;3060773.151284;4313310.443152;4282739.326784;1428213.88564;1335767.8724640002;2862274.1767999995;4598094.908156;-266379.0;-2042158.9562;-3781776.4611999993;19858850.192796
173;Ouder-Amstel;3455254.3660999998;1910746.540876;2627833.7538519995;4166393.4049239997;5099040.077028;2357919.613048;2039421.853424;3087028.4824;5589460.3599;-312828.0;-2418482.6986;-6764464.167199999;20837335.909932
174;Purmerend;27455900.393400002;17419516.1439;28354553.871988;39284332.438708;33674544.719976;15308714.376386;15516400.947183998;30503935.559199996;25827745.94016;3488853.41;-15931484.838399999;-30130765.267599992;190772362.62615198
175;Schagen;10900102.719700003;6379057.342624;14389026.731004;17371144.417296;17252583.463012;6577922.001541999;7340410.543567999;12525192.501999998;18521104.161452;0.0;-7992527.027199999;-15336967.445999999;87927099.75296798
176;Stede Broec;5328252.258900001;3422949.5046999995;6966352.229272;10107242.490271999;7760482.826884001;2689836.189494;3965062.9352879995;6335977.122399999;6702485.987717999;-1148098.0;-3719210.2246;-5805106.146399999;42606256.70921801
177;Texel;3317932.5384;1924734.945636;4984011.87414;4912298.182992;5524923.3435039995;2584037.251256;2124782.874616;3440514.1659999993;9087357.65222;2762995.482;-2312683.497;-7696245.234199999;30654673.801147986
178;Uitgeest;2929826.7862000004;1669248.80228;1972067.1597999998;3680242.0796479997;4707073.142295999;1621326.573072;1353007.114536;3086064.2739999997;3425527.8526979997;451749.0;-2243210.92;-4151807.0901999995;18501125.088642
179;Uithoorn;8189517.147;4280679.731683999;6295433.954059999;10689164.300472;11081669.266263999;4865213.724835999;5629064.541656;7895457.7299999995;10754273.220232;1719875.0;-5304189.403;-12776544.543599999;53319645.458328016
180;Velsen;18439212.339999996;14481745.327596;19698018.752355997;28703576.274288006;24529835.825696003;9911886.50544;10747421.376327999;21309482.5612;18262277.366203997;82780.0;-11591206.5158;-24928592.711599994;129646520.56419602
181;Waterland;3727717.0755000003;2090568.602976;4318428.455999999;5135909.297248;6146997.821756001;2363994.6927259997;2004169.491168;4332689.4024;6987562.530961999;-960406.0;-2933751.5949999997;-5316910.941599999;27896983.678105995
182;Wijdemeren;5232914.255200001;2343311.1098399996;5950774.65818;6605070.914936;8758796.981711999;3305766.0212200005;2507857.4690320003;5365316.355999999;8519120.400636;-886726.0;-4118970.499;-10292071.803799998;33291178.479872018
183;Wormerland;3767158.0419000005;2362583.28406;4488995.837932;5706450.867672;5839318.123164;2301767.9984859996;1885066.53452;3701172.0923999995;6407412.850912;-89642.0;-2770867.6975999996;-5300839.0265999995;28298595.21732001
184;Zaanstad;49918760.37230001;38129602.138275996;53732726.366124;75725944.40756401;56720663.691708006;28158772.536227997;30235367.971904;56806655.1748;51962694.51783;0.0;-27017131.8782;-54056790.52279999;360317480.039214
185;Zandvoort;4196290.9585;4051394.0026000002;5720792.107403999;6929750.127227999;6495311.139715999;3003010.237636;2030816.9865040001;4048205.4947999995;4842076.328146;936497.0;-2924376.9822;-7260059.701999999;32069731.86105402
186;Alblasserdam;4685324.0968;4061159.194659999;5163788.723723999;8701325.702372001;7080676.928064;2688842.051646;2673973.9321600003;4866532.0408;6546037.359922;732275.0;-3400640.7931999997;-6918273.7392;36881047.187642
187;Albrandswaard;6213901.8021;3951544.608056;3807845.856948;6588285.5493359985;9188538.716532;3547512.6889780005;3116190.4166959994;5933770.017599999;6741502.4672840005;1887793.0;-4424147.6263999995;-8415371.744599998;38137382.92331201
188;Alphen aan den Rijn;30551997.526300002;18423283.782024;27525607.284155995;41111202.943128;40433090.917116;16630826.709526002;17920738.462543994;34539510.38119999;40495697.989453994;42407.0;-19245745.2708;-37575864.701;210852866.37869793
189;Barendrecht;13032267.072399998;6003690.625263999;9191124.627339998;13795357.135476;16872806.929392003;7177659.452889999;9635746.539271997;13172130.586000001;16913366.463544004;0.0;-8150891.022;-16730844.060999997;80912449.09072399
190;Bodegraven-Reeuwijk;8244258.7092;4116669.982864;7567597.694704;10315467.017924;12774589.320048;4957072.413646;4250382.328824;8428056.3348;16905789.2086;-32467.0;-6121789.5622;-12477435.019399997;58928219.367935985
191;Capelle aan den IJssel;20048554.9611;18007398.674559996;17867150.319499996;29281533.344972;24141170.891563997;12641648.938455999;12369386.171176;18633202.228;22939605.31456401;4189325.0;-11370903.115;-20453926.057599995;148294239.289656
192;Delft;35376353.1953;29293004.340416;33918540.968032;38540456.539008;40356061.670596;22128076.643794;18139270.130888004;38204822.28039999;43973681.60862801;0.0;-18343606.1926;-37694289.4634;243892501.61882806
193;Dordrecht;38365028.208900005;39620306.524156;48294760.79632;56332486.541820005;43603880.52658;21336861.362495996;24207727.533112;47063380.980799995;41468635.178754;1040962.0;-20434981.866;-40815459.09099999;300083750.6733499
194;Goeree-Overflakkee;11127432.4934;6856160.576304;13576915.305471998;17936590.89254;18807388.729319997;7383969.896666;8108145.737871999;12363069.880799998;22095362.55599;1401389.0;-8682732.8946;-18522541.287199996;92451203.45368598
195;Gorinchem;10824855.893900001;10476313.60854;10741693.788936;17724718.78804;13710783.0027;6189817.630198;9502138.079688;13001293.481599998;13332256.266948;0.0;-6473672.3498;-13191797.387199998;85838452.80153604
196;Gouda;22288451.837400004;19394162.637875997;25933568.485328;30679912.049119994;26943934.08164;12542733.52218;16434498.223775998;26539662.43039999;37666429.89544999;0.0;-12682177.0804;-22415053.324399997;183326212.20274997
197;Hardinxveld-Giessendam;4132246.9649000005;2542152.1232239995;4093739.360491999;7403762.358111999;6501197.400164;2165419.707034;2602500.231376;4676790.334399999;6407102.003344;-200339.0;-3140830.0955999997;-5781957.5478;31401804.60075601
198;Hendrik-Ido-Ambacht;7968896.7446;4342993.018316;5329770.805524;9873189.108544;11293919.805688;4181926.6455159993;4097983.943832;8529714.9868;9192763.192653999;1284453.0;-5472262.8182;-9001890.4332;51621482.82990999
199;Hillegom;5293063.0331999995;3211899.1465;5409365.836051999;8265547.801052;8056515.585744;3020879.535534;2873010.440288;5611125.626399999;7066462.043808;0.0;-3820489.5236;-7655982.284399999;37331422.931928
200;Hoeksche Waard;19370950.2211;11332290.605384;21797647.567996;29566369.931687996;31564926.357116;11134243.298317999;11787441.300304;20854615.665199995;30259786.051033996;931719.0;-15109197.372799998;-29327271.445199996;144163607.43193406
201;Kaag en Braassem;6383340.9993;3547757.3396439995;6328328.415088;8739705.525988001;10254067.280596;3917091.1621200005;3109273.807784;6715000.909599999;11175598.767558001;-1419382.0;-4882834.0384;-10025272.874399997;43842700.08722599
202;Katwijk;17149553.6288;10294674.725984;16194651.708556;25723952.244212;23325896.764144003;8308110.097505999;10071973.841684;20475803.1172;15605796.374907998;0.0;-11210362.8708;-20780238.933599997;115159880.39034797
203;Krimpen aan den IJssel;7104552.586999999;5946235.027624;8613918.260116;12058498.496436;10369575.871992001;4091102.5224819994;4253518.663512;7053828.2172;9938200.693794;0.0;-4959504.9788;-8374962.548999999;56095000.825045995
204;Krimpenerwaard;12384390.280700002;8395143.250636;13770667.26426;20463460.579107996;20108937.910156;7360926.427268;8211161.566407999;13325540.172399998;28769993.504752003;-2334887.0;-9673428.582999999;-17672811.1146;103109155.416352
205;Lansingerland;16004665.7301;6646536.120275999;8538501.735504001;16268406.927924002;22553114.789828002;8286665.044787999;11257557.356264;16857780.8288;20509721.562971998;3855002.0;-10980684.857199999;-26457893.6474;93339408.20861599
206;Leiden;42883392.4449;32642483.819844;50000992.816728;47205115.600988;47722286.379396;25279478.688879997;22443843.92764;51912352.8472;49764747.04481401;0.0;-21780573.6104;-50063495.41979999;298010772.59705794
207;Leiderdorp;7123591.947899999;3940284.6262439997;6744702.201576;8006542.160524001;9874975.345788;4235364.315231999;3834059.764784;6827605.1772;8296748.028834001;1654467.0;-4643111.7968;-8980069.506199997;46915184.05743001
208;Leidschendam-Voorburg;22477637.557099998;16944588.988855995;21397105.704864003;25883808.567975998;28123621.587211996;13750503.532277998;12256051.178871999;21445816.448799998;22824797.36665;2561305.0;-13095831.870199999;-24612075.4784;149957409.35232997
209;Lisse;5371406.1209;3109880.3194999998;6309311.1491519995;8890003.96708;8275897.921060001;3157970.04599;3443846.443348;5728278.182399999;6576038.42763;0.0;-3925116.8986;-8689402.208599998;38248141.52267001
210;Maassluis;9791278.34;8122140.898484;10036553.728712;14426011.271992;12686515.975504;5907867.725856;6163424.998696;10048141.832399998;8685930.259483999;556686.0;-5998412.9616;-9878519.268199999;70547663.29731198
211;Midden-Delfland;4292277.5839;1923221.92224;3415554.1793319993;4653134.966484;6777870.754668;2525211.4348959997;2107589.3094079997;4150332.150399999;7404178.255558;0.0;-3243783.4326;-7935015.521999999;26070584.404721994
212;Molenlanden;9208180.7206;5038025.676364;8603917.450035999;14558157.464856;15627213.750952;5594046.34392;5629175.789688;9929530.993199999;19945961.057436004;0.0;-7578537.429799999;-14254408.606399998;72301303.426388
213;Nieuwkoop;6179534.4044;3141655.8792839996;6492043.599516;8889791.577680001;10257920.94744;3520953.2887320006;3303727.9913919996;6579748.153199999;12481166.845758;0.0;-4938579.5038;-10271880.27;45636108.27224599
214;Nissewaard;24931686.9706;22070403.865296;30600604.304424;39281486.382748;31041153.329816;14007084.19087;15028142.44336;27131566.170799997;24064823.786126;5267029.0;-14671101.628199998;-21964857.5752;196788137.68759805
215;Noordwijk;10485473.287500001;5881271.779084001;10930156.873944;14663309.566244;16449344.538748002;6215972.576679999;6164816.663448;11204547.1188;12151427.206786;2584257.0;-7656045.389199999;-19817639.890599996;69256936.02479798
216;Oegstgeest;6201782.0536;3289512.4512399994;4197160.703648;5052349.079055999;9116444.870352;3350899.0727;5135755.434415999;6298872.749599999;5591399.756882;2613902.0;-4343793.802399999;-10205024.2702;36299271.22288999
217;Papendrecht;8079896.5896000005;6077765.914419999;8983685.478548;12456377.40174;11361859.943839999;4543962.172254;5574809.30664;8496954.6496;8904808.958640002;649188.0;-5386719.4764;-9588841.270399999;60153785.62068
218;Pijnacker-Nootdorp;13893016.624400001;5388680.98986;6748481.213211998;12891812.948892;19966529.039904002;7553931.654106;8039368.869448001;13268849.7964;16740153.514214;8260721.0;-9698036.941599999;-18878159.597799998;84175379.94307002
219;Ridderkerk;12265370.0081;10238235.934136;15584369.446336;21179610.1138;16848058.274180003;7276288.073062001;7894380.329935999;12478769.663199998;16265899.295354003;-1255308.0;-7988676.7398;-18099925.275;92687137.85577802
220;Rijswijk;17367804.1165;14783084.232664;14102059.272371998;22106563.78288;21481548.96778;11561084.102278;14017198.782496002;14677699.246399999;17349136.47121;7204755.0;-9984297.4396;-19323025.007799998;125343685.90436599
221;Rotterdam;274586979.63680005;314186452.925356;305503527.55096;362842451.256616;243914568.892592;166914660.761608;153590452.42501602;327484889.92239994;249026319.11578798;66514249.9862;-112262662.31799999;-262166913.76719996;2090136021.1270075
222;Schiedam;26315872.423000004;22955730.238799997;21317881.282408;36394190.449848;29350949.634456;17550028.401676;16683249.01644;26274245.657999996;30120194.652138006;1153085.0;-13699992.1844;-23383229.218599997;191032324.28018603
223;'s-Gravenhage;226133703.9831;218988916.94296;222141603.417236;244624752.826772;208881735.924164;140174098.397676;121243490.407672;261575477.4644;211325624.58704606;96038315.0;-94787547.03979999;-213109811.56779996;1643231079.5325308
224;Sliedrecht;6468409.770400001;5779069.93908;6978827.889475999;10771072.639888;9267358.122976;3646678.356552;4347921.522832;6897822.189199998;7942135.7392879985;3899590.0;-4396191.1918;-8194042.379599999;53408684.51080398
225;Teylingen;9051742.9739;4156288.8476159996;7691523.25282;11186431.945600001;13493512.841819998;4798457.603437999;5103500.974128001;9973493.398;10572202.254275998;694128.0;-6440024.186;-14029541.865199998;56251746.44302399
226;Vlaardingen;22951071.9448;23179075.237536002;29360090.226143997;36307318.80682;27428183.28632;14052054.316482;14711056.731407998;23677470.272799995;23889524.129278004;1210705.0;-12791156.9542;-21382144.230999995;182593364.599622
