CBS	Naam	Prov	ART.12	Beschermd wonen	Participatie	aanpak laaggeletterdheid	armoedebestrijding kinderen	beeldende kunst en vormgeving	begeleiding jongeren naar werk	behoud sociale voorzieningen Groningen	bodembescherming	BRP: Centralisering Inschrijving Vergunninghouders	dakloze EU burgers	einde lening inburgeringsplichtig	Ex Ante Impact Analyse NPLV	experiment gesloten coffeeshopketen	extra capaciteit BOA's	faciliteitenbesluit opvangcentra	gemeentelijke antidiscriminatie voorzieningen	jeugd	jeugdhulp aan kinderen in een AZC	knelpunten verdeelproblematiek	LHBTI-beleid	maatschappelijke begeleiding	maatschappelijke opvang	Nationaal Actieplan Dakloosheid	outreachend werken	personen met verward gedrag	regionale doelgroepen specifieke aanpak	Regionale Energie Strategieën	slavernijverleden	social labs	Uitstapprogramma prostituees	uitvoeringskosten Lbv en Lbv-plus	uitvoeringskosten Omgevingswet	veilig wonen	veilige steden	veiligheidshuizen	vergunningverlening, toezicht en handhaving	verkeersveiligheid	versterking arbeidsmarktregio's	versterking omgevingsveiligheidsdiensten	voorschoolse voorziening peuters	vrouwenopvang	weerbare gemeenschappen tegen ondermijnende criminaliteit	Wet kwaliteitsborging bouw
610	Sliedrecht	8	0	0	2668816	0	122801	0	0	0	0	0	0	2318	0	0	33103	0	3675	0	5201	11863	0	0	0	0	0	0	0	0	0	0	0	0	101291	7062	0	0	148361	0	0	8000	43025	0	0	13831
1525	Teylingen	8	0	0	3335970	0	82703	0	0	0	0	0	0	1739	0	0	35371	0	5405	0	8022	0	0	2370	0	0	0	0	0	0	0	0	0	0	139227	7062	0	0	57885	0	0	6000	54990	0	0	18589
622	Vlaardingen	8	0	14362914	10218551	0	554691	0	0	0	0	0	0	3477	12389	0	42091	0	10538	0	0	0	20000	7110	2271543	324458	0	0	0	0	0	0	0	0	224808	7062	0	0	134741	0	0	23000	129789	2969597	0	38995
1992	Voorne aan Zee	8	0	0	282420	0	300665	0	0	0	0	0	0	3622	0	61250	98540	0	10379	0	0	119224	0	4740	0	0	0	0	0	0	0	0	0	0	274343	7062	0	0	69559	0	0	8000	109671	0	0	40524
626	Voorschoten	8	0	0	106798	0	89573	0	0	0	0	0	0	724	0	0	33113	0	3602	0	408	0	0	2370	0	0	0	0	0	0	0	0	0	0	99120	7062	0	0	10215	0	0	3000	37609	0	0	13727
627	Waddinxveen	8	0	0	2444223	0	98105	0	0	0	0	0	0	2463	0	0	34011	0	4576	0	3433	0	0	2370	0	0	0	0	0	0	0	0	0	0	124690	7062	0	0	32591	0	0	4000	51082	0	0	17127
629	Wassenaar	8	0	0	1163334	0	104892	0	0	0	0	0	0	1304	0	0	33355	0	3803	0	15807	0	0	0	0	0	0	0	0	0	0	0	0	0	123970	7062	0	0	57885	0	0	6000	41440	0	0	14523
1783	Westland	8	0	0	7730384	0	362488	150000	0	0	0	0	0	5216	0	0	49057	0	16126	0	0	0	20000	4740	0	0	0	0	0	0	0	0	0	0	351159	7062	0	0	151279	0	0	17000	161777	0	0	50260
637	Zoetermeer	8	0	0	8857608	174997	791489	150000	293113	0	0	0	0	5071	0	0	51640	309550	17825	104477	10368	0	20000	9480	0	0	0	0	136659	0	0	240000	0	0	355399	7062	0	0	89503	0	400077	14000	205340	0	0	57799
638	Zoeterwoude	8	0	0	26106	0	23552	0	0	0	0	0	0	290	0	0	29988	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65401	7062	0	0	52048	0	0	3000	15153	0	0	7801
1892	Zuidplas	8	0	0	2137134	0	141964	0	0	0	0	0	0	2608	0	0	36724	0	6594	0	0	0	0	4740	0	0	0	0	0	265721	0	0	0	0	175464	7062	0	0	138146	0	0	12000	81552	0	0	21062
642	Zwijndrecht	8	0	0	3943452	0	337110	0	0	0	0	0	0	4057	0	0	36670	0	6319	0	0	18531	0	4740	0	0	0	0	0	0	0	0	0	0	150650	7062	0	0	197490	0	0	17000	74358	0	0	24111
654	Borsele	9	0	0	1866443	0	62695	0	0	0	0	0	0	1739	0	0	32587	0	3251	0	0	131025	0	0	0	0	0	0	0	0	0	0	0	0	162413	7062	0	0	331744	0	0	8000	48131	0	0	18103
664	Goes	9	0	0	6611340	177693	151123	0	313002	0	0	0	0	3187	0	0	35521	0	5535	0	816	84102	20000	0	0	0	0	0	136659	376059	0	0	0	0	175684	7062	0	0	186302	0	400077	9000	62165	0	0	21931
677	Hulst	9	0	0	4405340	0	85865	0	0	0	0	0	0	724	0	0	33471	0	3873	0	714	179014	0	0	0	0	0	0	0	0	0	0	0	0	204683	7062	0	0	156630	0	0	5000	46365	0	0	18029
678	Kapelle	9	0	0	493618	0	43423	0	0	0	0	0	0	1014	0	0	30739	0	1832	0	0	33304	0	0	0	0	0	0	0	0	0	0	0	0	82542	7062	0	0	81720	0	0	4000	21513	0	0	9554
687	Middelburg	9	0	0	6186317	0	260459	150000	0	0	0	0	0	2318	0	0	37449	0	7012	0	21076	46475	20000	0	0	0	0	210021	0	0	0	0	0	0	177463	7062	0	161700	176087	0	0	6000	83432	0	0	26114
1695	Noord-Beveland	9	0	0	570610	0	22489	0	0	0	0	0	0	435	0	0	29753	0	1103	0	0	83886	0	0	0	0	0	0	0	0	0	0	0	0	96088	7062	0	0	59831	0	0	1000	18318	0	0	9358
703	Reimerswaal	9	0	0	1501651	0	88319	0	0	0	0	0	0	1159	0	0	32601	0	3264	0	0	96318	0	0	0	0	0	0	0	0	0	0	0	0	141448	7062	0	0	106528	0	0	11000	48972	0	0	13637
1676	Schouwen-Duiveland	9	0	0	4653049	0	119067	0	0	0	0	0	0	1883	0	0	34678	0	4851	0	2550	240292	0	2370	0	0	0	0	0	0	0	0	0	0	236456	7062	0	0	133281	0	0	6000	64233	0	0	23961
1714	Sluis	9	0	0	2247203	0	66566	0	0	0	0	0	0	869	0	0	32651	0	3262	0	578	254175	0	2370	0	0	0	0	0	0	0	0	0	0	235579	7062	0	0	76369	0	0	4000	47020	0	0	21570
715	Terneuzen	9	0	0	9727695	0	251381	0	0	0	0	0	0	3477	0	0	38472	0	7719	0	2346	234605	0	0	0	0	0	0	0	0	0	0	0	0	296814	7062	0	0	423192	0	0	25000	96253	0	0	33386
716	Tholen	9	0	0	2416606	0	85457	0	0	0	0	0	0	1449	0	0	33194	0	3765	0	4045	146835	0	4740	0	0	0	0	0	0	0	0	0	0	174151	7062	0	0	35509	0	0	3000	50672	0	0	15708
717	Veere	9	0	0	1353015	0	43587	0	0	0	0	0	0	1014	0	0	32426	0	3094	0	0	137584	0	0	0	0	0	0	0	0	0	0	0	0	155138	7062	0	0	44751	0	0	2000	39334	0	0	16995
718	Vlissingen	9	7000000	40139070	8243942	0	280385	0	0	0	0	0	0	3332	0	0	36593	0	6337	0	306	34108	0	0	6990649	998515	0	0	0	0	0	0	0	0	158409	7062	0	0	308395	0	0	12000	78661	4315717	0	28428
1723	Alphen-Chaam	10	0	0	502380	0	29440	0	0	0	0	0	0	145	0	0	30272	0	1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106043	7062	0	0	0	0	0	3000	21230	0	0	11181
1959	Altena	10	0	0	3766736	0	164426	0	0	0	0	0	0	2028	0	0	38823	0	8102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276539	7062	0	0	432434	0	0	9000	101467	0	0	25871
743	Asten	10	0	0	1730323	0	43342	0	0	0	0	0	0	869	0	0	31471	0	2420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26056	110284	7062	0	0	32591	0	0	5000	23291	0	0	13912
744	Baarle-Nassau	10	0	0	23733	0	22788	0	0	0	0	0	0	290	0	0	29626	0	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88902	7062	0	0	29186	0	0	1000	12907	0	0	10304
1724	Bergeijk	10	0	0	2366497	0	44078	0	0	0	0	0	0	869	0	0	31831	0	2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131129	7062	0	0	16052	0	0	4000	30794	0	0	14202
748	Bergen op Zoom	10	0	14571333	12285745	0	398852	0	0	0	0	0	0	3912	0	0	40899	0	9666	0	0	0	0	2370	3051283	435833	0	0	0	0	0	0	0	0	239760	7062	0	0	130849	0	0	26000	115633	0	0	36399
1721	Bernheze	10	0	0	5039998	0	77197	0	0	0	0	0	0	1594	0	0	34193	0	4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156837	7062	0	0	57398	0	0	8000	48019	0	0	20443
753	Best	10	0	0	3696005	0	88537	0	0	0	0	0	0	1739	0	0	33962	0	4337	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	123855	7062	0	0	27240	0	0	8000	42545	0	0	17469
1728	Bladel	10	0	0	5728479	0	43369	0	0	0	0	0	0	580	0	0	32161	0	2949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	122069	7062	0	0	81720	0	0	5000	31928	0	0	15866
755	Boekel	10	0	0	1419056	0	22897	0	0	0	0	0	0	145	0	0	30381	0	1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76631	7062	0	0	0	0	0	1000	19993	0	0	10710
757	Boxtel	10	0	0	9385650	0	122746	0	0	0	0	0	0	1449	0	0	34475	0	4737	0	10504	0	0	0	0	0	0	0	0	0	0	0	0	0	149379	7062	0	0	41833	0	0	10456	48428	0	0	18320
758	Breda	10	0	36476586	25527018	231951	862334	150000	530202	0	381937	0	0	8548	12389	140000	62586	0	26168	436799	28045	0	20000	11850	6204361	886205	0	0	136659	490082	0	0	0	0	547441	7062	25000	0	319097	0	400077	36000	287612	7968249	0	91152
1706	Cranendonck	10	0	0	2290987	0	65803	0	0	0	0	785055	0	724	0	0	32249	0	2927	0	71828	0	0	0	0	0	0	0	0	574671	0	0	0	32570	122321	7062	0	0	100204	0	0	4000	34051	0	0	14078
762	Deurne	10	0	0	4432658	0	102929	0	0	0	0	0	0	2173	0	0	34376	0	4629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70724	173014	7062	0	0	65668	0	0	11000	47296	0	0	23908
766	Dongen	10	0	0	1597799	0	83739	0	0	0	0	0	0	1739	0	0	33247	0	3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112473	7062	0	0	40860	0	0	4000	37424	0	0	15559
1719	Drimmelen	10	0	0	1573650	0	55172	0	0	0	0	0	0	1594	0	0	33425	0	3929	0	0	0	0	7110	0	0	0	0	0	0	0	0	0	0	149182	7062	0	0	76369	0	0	3000	37436	0	0	15609
770	Eersel	10	0	0	2944117	0	44486	0	0	0	0	0	0	869	0	0	31975	0	2808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123439	7062	0	0	94853	0	0	4000	33382	0	0	14416
772	Eindhoven	10	0	51734987	38208935	207521	1280785	550226	401215	0	329226	0	448304	16516	12389	0	72176	0	34210	422920	22878	0	20000	4740	11610051	1658332	0	415042	136659	0	0	0	0	0	665465	7062	30000	319550	304017	3206	400077	37000	366659	7391750	35000	129130
777	Etten-Leur	10	0	0	6354150	0	178164	0	0	0	0	0	0	2318	0	0	36502	0	6257	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	168200	7062	0	0	98258	0	0	13000	68991	0	0	25264
779	Geertruidenberg	10	0	0	2273891	0	86138	0	0	0	0	0	0	2318	0	0	32392	0	3102	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	98766	7062	0	0	176573	0	0	7000	31117	0	0	13917
1771	Geldrop-Mierlo	10	0	0	1945583	0	161182	0	0	0	0	0	0	1449	0	0	35794	0	5676	0	1666	0	0	4740	0	0	0	0	0	0	0	0	0	0	145322	7062	0	0	90962	0	0	7000	57088	0	0	20122
1652	Gemert-Bakel	10	0	0	4914937	0	107754	0	0	0	0	0	0	1594	0	0	34064	0	4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25126	171827	7062	0	0	110419	0	0	12000	52593	0	0	22018
784	Gilze en Rijen	10	0	0	2037666	0	114869	0	0	0	0	636291	0	869	0	0	33313	0	3764	0	118365	0	0	0	0	0	0	0	0	0	0	0	0	0	130773	7062	0	0	0	0	0	6000	43327	0	0	16615
785	Goirle	10	0	0	2689529	0	62777	0	0	0	0	0	0	2318	0	0	32798	0	3393	0	5099	0	0	4740	0	0	0	0	0	0	0	0	0	0	112502	7062	0	0	58371	0	0	4000	36507	0	0	13759
1655	Halderberge	10	0	0	5904790	0	137494	0	0	0	0	0	0	2753	0	0	34002	0	4357	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	145791	7062	0	0	159548	0	0	7000	48746	0	0	19610
1658	Heeze-Leende	10	0	0	1190462	0	29767	0	0	0	0	0	0	435	0	0	31364	0	2334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26056	126689	7062	0	0	40860	0	0	3000	23040	0	0	12090
794	Helmond	10	0	20218432	18724438	146222	598605	0	247909	0	288613	0	0	4491	0	0	45569	0	13320	264084	20226	0	20000	2370	3042290	434548	0	0	136659	0	0	0	0	0	288305	7062	0	0	176573	2404	400077	22000	152339	2287469	0	45260
797	Heusden	10	0	0	3965442	0	128962	0	0	0	0	0	0	1159	0	0	36713	0	6433	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	183722	7062	0	0	81720	0	0	9000	61900	0	0	22671
798	Hilvarenbeek	10	0	0	1476409	0	37399	0	0	0	0	0	0	580	0	0	31262	0	2239	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	0	120242	7062	0	0	109933	0	0	4000	27091	0	0	13527
1659	Laarbeek	10	0	0	2617262	0	64822	0	0	0	0	0	0	869	0	0	32584	0	3265	0	0	0	0	7110	0	0	0	0	0	0	0	0	0	0	116834	7062	0	0	79288	0	0	3000	35276	0	0	15188
1982	Land van Cuijk	10	0	0	17018533	0	291833	0	0	0	0	0	0	3622	0	0	45117	0	12832	0	79001	0	0	0	0	0	0	0	0	406434	0	0	0	63279	433109	7062	0	0	602198	0	0	24000	141061	0	0	54749
809	Loon op Zand	10	0	0	3215125	0	70982	0	0	0	0	0	0	724	0	0	32714	0	3340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115267	7062	0	0	51561	0	0	5000	33766	0	0	13969
1991	Maashorst	10	0	0	10608129	0	211992	0	0	0	0	0	0	3477	0	0	39150	0	8272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246420	7062	0	0	325907	0	0	16000	89667	0	0	34608
1948	Meierijstad	10	0	0	16889148	0	246965	0	0	0	0	0	0	2318	0	0	43527	36649	11750	0	22198	0	0	7110	0	0	0	0	0	0	0	0	0	0	330960	7062	0	0	267049	0	0	17000	121762	0	0	48587
1709	Moerdijk	10	0	0	2927052	0	134931	0	0	0	0	0	0	2028	0	0	35259	0	5293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206915	7062	0	0	719913	0	0	29000	66440	0	0	30234
820	Nuenen, Gerwen en Nederwetten	10	0	0	1668225	0	75016	0	0	0	0	0	0	1159	0	0	32751	0	3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107122	7062	0	0	0	0	0	3000	34465	0	0	13720
823	Oirschot	10	0	0	2793938	0	43178	0	0	0	0	0	0	435	0	0	31847	0	2697	0	32396	0	0	0	0	0	0	0	0	0	0	0	0	6514	131819	7062	0	0	58371	0	0	4000	29862	0	0	14848
824	Oisterwijk	10	0	0	4604594	0	77611	0	0	0	0	0	0	724	0	0	34364	0	4624	0	75771	0	0	7110	0	0	0	0	0	0	0	0	0	0	153364	7062	0	0	0	0	0	7227	44369	0	0	19305
826	Oosterhout	10	0	0	6981218	0	278068	0	0	0	0	0	0	2318	0	0	38796	0	8060	0	27569	0	0	2370	0	0	0	0	0	0	0	0	0	0	207743	7062	0	0	309855	0	0	13000	84588	0	0	32382
828	Oss	10	0	20109435	20111394	0	384623	0	0	0	0	0	0	3477	0	0	45551	0	13255	0	42934	0	20000	0	3183745	454753	0	0	0	0	0	0	0	0	345010	7062	0	0	334662	0	0	27000	149738	0	0	48642
1667	Reusel-De Mierden	10	0	0	2958665	0	36145	0	0	0	0	0	0	1159	0	0	30784	0	1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	105373	7062	0	0	0	0	0	1000	24660	0	0	12420
1674	Roosendaal	10	0	0	15973754	0	438323	0	0	0	0	0	0	2463	12389	0	42700	0	10894	0	0	0	20000	4740	0	0	0	0	0	0	0	0	0	0	275050	7062	0	0	147388	0	0	24000	122384	0	0	41771
840	Rucphen	10	0	0	6909329	0	81559	0	0	0	0	0	0	435	0	0	32635	0	3318	0	2244	0	0	2370	0	0	0	0	0	0	0	0	0	0	122575	7062	0	0	46697	0	0	5000	33953	0	0	14258
796	's-Hertogenbosch	10	0	33780403	25365633	201908	694665	150000	459546	0	273923	0	0	9562	0	0	57260	0	22283	340803	56429	0	17000	7110	5177801	739576	0	326033	136659	0	0	0	869439	0	472126	7062	0	251020	302558	0	989664	35000	237372	6988371	0	75672
845	Sint-Michielsgestel	10	0	0	4547325	0	72727	0	0	0	0	0	0	1449	0	0	33829	0	4230	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	135029	7062	0	0	15566	0	0	3000	45428	0	0	15607
847	Someren	10	0	0	1833509	0	54681	0	0	0	0	0	0	1883	0	0	31956	0	2816	0	2346	0	0	4740	0	0	0	0	0	0	0	0	0	96780	122332	7062	0	0	18971	0	0	6000	30149	0	0	16214
848	Son en Breugel	10	0	0	843207	0	51519	0	0	0	0	0	0	145	0	0	31607	0	2528	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	88572	7062	0	0	38914	0	0	4000	26576	0	0	11597
851	Steenbergen	10	0	0	3007765	0	83957	0	0	0	0	0	0	1159	0	0	32864	0	3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168611	7062	0	0	39887	0	0	5000	37860	0	0	15980
855	Tilburg	10	0	66945380	31946560	195306	1351090	150000	402742	0	501611	0	0	11011	12389	173750	69620	0	31961	826949	49698	0	20000	2370	8885938	1269231	0	599060	136659	347526	0	244000	523603	0	646974	7062	30000	461230	368712	4007	400077	48301	363786	6216323	0	124638
858	Valkenswaard	10	0	0	4023609	0	106310	0	0	0	0	0	0	1739	0	0	34149	0	4425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136591	7062	0	0	18971	0	0	4000	42213	0	0	18776
861	Veldhoven	10	0	0	4409769	0	133487	0	0	0	0	0	0	1449	0	0	36805	0	6515	0	7275	0	0	2370	0	0	0	0	0	0	0	0	0	0	160084	7062	0	0	103609	0	0	7000	61314	0	0	23924
865	Vught	10	0	0	5042822	0	78660	0	0	0	0	0	0	1304	0	0	34233	0	4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140636	7062	0	0	0	0	0	8016	48514	0	0	16842
866	Waalre	10	0	0	1339007	0	49611	0	0	0	0	0	0	724	0	0	31606	0	2524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86617	7062	0	0	16052	0	0	2000	25618	0	0	10186
867	Waalwijk	10	0	0	6216224	0	189722	0	0	0	0	0	0	2173	0	0	37421	0	7011	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	186044	7062	0	0	395466	0	0	17000	69027	0	0	28299
873	Woensdrecht	10	0	0	2536853	0	67657	0	0	0	0	0	0	869	0	0	32440	0	3115	0	8430	0	0	4740	0	0	0	0	0	0	0	0	0	6514	133486	7062	0	0	62749	0	0	6000	31717	0	0	14535
879	Zundert	10	0	0	2135042	0	70437	0	0	0	0	0	0	2173	0	0	32432	0	3161	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	0	149768	7062	0	0	42319	0	0	3000	30825	0	0	16731
888	Beek	11	0	0	1275616	0	58934	0	0	0	0	0	0	869	0	0	31295	0	2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81456	7062	0	0	51561	0	0	3000	21829	0	0	10855
1954	Beekdaelen	11	0	0	5397804	0	115441	0	0	0	0	0	0	3042	0	0	35050	0	5048	0	34911	0	0	4740	0	0	0	0	0	0	0	0	0	0	159697	7062	0	0	43292	0	0	8000	52444	0	0	17769
889	Beesel	11	0	0	1657505	0	58934	0	0	0	0	0	0	290	0	0	30844	0	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78549	7062	0	0	20430	0	0	4000	19489	0	0	9413
893	Bergen (L.)	11	0	0	2617174	0	41215	0	0	0	0	0	0	724	0	0	30781	0	1841	0	6731	0	0	0	0	0	0	0	0	0	0	0	0	19542	117480	7062	0	0	12161	0	0	4000	25284	0	0	10500
899	Brunssum	11	0	0	10776000	0	148833	0	0	0	0	0	0	869	0	0	33489	0	3885	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	107257	7062	0	0	81233	0	0	3000	39109	0	0	17066
1711	Echt-Susteren	11	0	0	3740166	0	107618	0	0	0	0	0	0	2318	0	0	34248	0	4487	0	21382	0	0	0	0	0	0	0	0	0	0	0	0	0	163171	7062	0	0	161008	0	0	11000	45729	0	0	19278
1903	Eijsden-Margraten	11	0	0	1739402	0	50402	0	0	0	0	0	0	1159	0	0	33160	0	3648	0	32396	0	0	4740	0	0	0	0	0	0	0	0	0	25126	135255	7062	0	0	0	0	0	7000	50007	0	0	14358
907	Gennep	11	0	0	5568004	0	59697	0	0	0	0	0	0	1304	0	0	31511	0	2493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99324	7062	0	0	28213	0	0	3000	26594	0	0	13638
1729	Gulpen-Wittem	11	0	0	1968128	0	36254	0	0	0	0	0	0	869	0	0	30985	0	1995	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	6514	104536	7062	0	0	0	0	0	1000	32500	0	0	10039
917	Heerlen	11	0	34122474	30130927	224564	769354	150000	444233	0	317129	0	0	4926	12389	83750	44511	0	12228	277192	43478	0	20000	9480	5846853	835140	187500	0	136659	454883	0	0	0	0	265163	7062	0	0	207705	0	400077	19000	157765	3116247	0	46726
1507	Horst aan de Maas	11	0	0	4255520	0	90772	0	0	0	0	0	0	869	0	0	36245	0	6125	0	12884	0	0	2370	0	0	0	0	0	0	0	0	0	51182	236646	7062	0	0	162953	0	0	10000	67682	0	0	29932
928	Kerkrade	11	0	0	19895474	0	321137	0	0	0	0	0	0	1449	0	0	36794	0	6403	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	0	152962	7062	0	0	152252	0	0	6000	69825	0	0	26575
882	Landgraaf	11	0	0	11089035	0	220388	0	0	0	0	0	0	2028	0	0	35273	0	5218	0	4793	0	0	2370	0	0	0	0	0	0	0	0	0	0	134037	7062	0	0	75396	0	0	6000	55612	0	0	19623
1640	Leudal	11	0	0	3405596	0	90063	0	0	0	0	0	0	2173	0	0	35047	0	5073	0	35897	0	0	7110	0	0	0	0	0	0	0	0	0	19542	204845	7062	0	0	104582	0	0	8000	54601	0	0	24372
1641	Maasgouw	11	0	0	2455624	0	52828	0	0	0	0	0	0	1594	0	0	32797	0	3411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114246	7062	0	0	523396	0	0	5000	34029	0	0	14049
935	Maastricht	11	0	24729872	20842348	0	616868	324169	0	0	358855	0	0	7099	0	207500	50702	0	17227	230543	61936	0	20000	18960	6057283	865197	0	337034	0	0	0	0	0	0	356772	7062	30000	259490	368226	0	0	32000	159802	4136976	0	69873
938	Meerssen	11	0	0	2024949	0	41706	0	0	0	0	0	0	1449	0	0	31814	0	2611	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	90467	7062	0	0	29672	0	0	5000	27449	0	0	10816
944	Mook en Middelaar	11	0	0	644612	0	19844	0	0	0	0	0	0	724	0	0	29814	0	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60006	7062	0	0	41833	0	0	2000	12488	0	0	6678
946	Nederweert	11	0	0	2802761	0	42742	0	0	0	0	0	0	1014	0	0	31536	0	2456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121906	126679	7062	0	0	86584	0	0	5000	27612	0	0	15754
1894	Peel en Maas	11	0	0	6653481	0	120621	0	0	0	0	0	0	1014	0	0	36463	0	6355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13028	225188	7062	0	0	147874	0	0	9000	70046	0	0	28804
1669	Roerdalen	11	0	0	3122568	0	65067	0	0	0	0	0	0	435	0	0	32170	0	2906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128196	7062	0	0	84638	0	0	4000	33444	0	0	12765
957	Roermond	11	0	0	12060184	142145	357963	0	222492	0	0	0	0	3477	0	0	39272	0	8419	0	7513	0	20000	0	0	0	0	0	136659	0	0	0	0	0	208110	7062	0	0	239323	0	400077	20000	99806	0	0	32915
965	Simpelveld	11	0	0	2379104	0	39689	0	0	0	0	0	0	145	0	0	30291	0	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64953	7062	0	0	13620	0	0	2000	14351	0	0	7867
1883	Sittard-Geleen	11	0	0	14842008	0	478393	150000	0	0	0	0	0	3622	0	0	45405	0	12946	176185	10368	0	20000	21330	0	0	0	0	0	0	0	0	0	0	295193	7062	0	0	213055	0	0	40000	134586	0	0	51804
971	Stein	11	0	0	2875185	0	60842	0	0	0	0	0	0	1014	0	0	32969	0	3477	0	1904	0	0	2370	0	0	0	0	0	0	0	0	0	0	102058	7062	0	0	149333	0	0	7000	29601	0	0	13212
981	Vaals	11	0	0	1676572	0	43778	0	0	0	0	0	0	1014	0	0	30218	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68637	7062	0	0	29186	0	0	1000	18172	0	0	8816
994	Valkenburg aan de Geul	11	0	0	1635290	0	47512	0	0	0	0	0	0	290	0	0	31387	0	2305	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	90481	7062	0	0	31618	0	0	3000	23989	0	0	10991
983	Venlo	11	0	52140340	15683939	150637	587320	150000	276748	0	357742	0	316608	3332	0	0	47310	0	14503	424462	2957	0	20000	2370	8199426	1171172	0	278028	136659	428487	0	0	0	0	346309	7062	0	214060	347796	0	400077	40000	165735	5218462	0	61462
984	Venray	11	0	0	11037957	0	178409	0	0	0	0	0	0	2898	0	0	36473	0	6264	0	306	0	0	0	0	0	0	0	0	0	0	0	0	224269	225488	7062	0	0	379900	0	0	11000	72676	0	0	33844
986	Voerendaal	11	0	0	1038814	0	43069	0	0	0	0	0	0	435	0	0	30661	0	1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78023	7062	0	0	16052	0	0	2000	19741	0	0	8498
988	Weert	11	0	0	8532405	0	201170	0	0	0	0	0	0	2608	0	0	37644	0	7140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	209307	7062	0	0	229108	0	0	14000	72831	0	0	30235
34	Almere	12	0	49902670	10753879	209102	1355311	150000	465504	0	0	0	0	9852	0	83750	68275	0	31276	457617	45959	0	20000	47400	8580906	1225661	0	267027	136659	0	0	0	138766	0	636976	7062	30000	205590	206245	0	400077	26000	396728	5978145	0	80167
303	Dronten	12	0	0	1996666	0	174430	0	0	0	0	0	0	580	0	0	36156	0	6119	0	132234	0	0	4740	0	0	0	0	0	0	0	0	0	6514	313851	7062	0	0	124039	0	0	11000	72716	0	0	25404
995	Lelystad	12	13534311	0	7518193	0	569656	150000	0	0	0	0	0	6664	0	0	43186	0	11655	463015	0	0	20000	9480	0	0	0	0	0	0	0	0	0	0	355894	7062	0	0	322502	0	0	15000	148526	0	0	37874
171	Noordoostpolder	12	0	0	6164906	0	258578	0	0	0	0	0	0	1883	0	0	37192	0	6980	0	100009	0	0	4740	0	0	0	0	0	0	0	0	0	0	394676	7062	0	0	385737	0	0	12000	91528	0	0	34112
184	Urk	12	0	0	1878910	0	51901	0	0	0	0	0	0	869	0	0	32291	0	3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90977	7062	0	0	46211	0	0	4000	44916	0	0	9682
50	Zeewolde	12	0	0	477659	0	94207	0	0	0	0	0	0	1449	0	0	32598	174777	3325	0	25971	0	0	16590	0	0	0	0	0	0	0	0	0	0	219859	7062	0	0	93881	0	0	3000	39899	0	0	17155